"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"57298"	"PGA_scaffold26__34_contigs__length_3174094"	868426	868426	"+"	9.33693391625658e-09	2.15876033540188e-07	25.5607233286045
"57334"	"PGA_scaffold26__34_contigs__length_3174094"	882063	882063	"+"	3.79802590704098e-30	3.04745711163528e-27	-29.4601982676284
"57397"	"PGA_scaffold26__34_contigs__length_3174094"	894613	894613	"+"	1.55509825116847e-21	3.56916058626932e-19	-36.011544726289
"57436"	"PGA_scaffold26__34_contigs__length_3174094"	916018	916018	"+"	9.08401348506968e-16	8.88317504700011e-14	30.4027571293418
"57471"	"PGA_scaffold26__34_contigs__length_3174094"	918516	918516	"+"	2.6575154925583e-19	4.54074795742338e-17	-27.680005776069
"57518"	"PGA_scaffold26__34_contigs__length_3174094"	921399	921399	"+"	6.25739263298506e-45	2.24142941839267e-41	44.0395752895753
"57537"	"PGA_scaffold26__34_contigs__length_3174094"	922491	922491	"+"	3.73945576313188e-15	3.21386208711272e-13	34.281561461794
"57592"	"PGA_scaffold26__34_contigs__length_3174094"	999473	999473	"+"	1.76999579479002e-12	9.40285928918805e-11	25.1565499342167
"57620"	"PGA_scaffold26__34_contigs__length_3174094"	1003563	1003563	"+"	5.31287958852778e-14	3.76319230726402e-12	-25.906362545018
"57759"	"PGA_scaffold26__34_contigs__length_3174094"	1992947	1992947	"+"	9.57309524572143e-10	2.80911820297657e-08	25.7627765064836
"57760"	"PGA_scaffold26__34_contigs__length_3174094"	1992990	1992990	"+"	5.57432568305491e-23	1.63000115243778e-20	-31.85394433982
"57819"	"PGA_scaffold26__34_contigs__length_3174094"	1996305	1996305	"+"	2.95305488123735e-22	7.55570761675889e-20	-26.0285974047442
"57833"	"PGA_scaffold26__34_contigs__length_3174094"	2004244	2004244	"+"	9.48592287041161e-32	9.23702367795903e-29	-26.4768477452098
"58031"	"PGA_scaffold26__34_contigs__length_3174094"	2280039	2280039	"+"	1.8230351990913e-11	7.79393426867594e-10	25.7010739856802
"58042"	"PGA_scaffold26__34_contigs__length_3174094"	2280425	2280425	"+"	1.22409076383282e-22	3.34531678262306e-20	-32.0889555222389
"58060"	"PGA_scaffold26__34_contigs__length_3174094"	2303296	2303296	"+"	2.25283504749858e-19	3.90923022483299e-17	-29.2571112952223
"58110"	"PGA_scaffold26__34_contigs__length_3174094"	2402070	2402070	"+"	1.36721345430563e-33	1.6722921979996e-30	52.5034496353243
"58198"	"PGA_scaffold26__34_contigs__length_3174094"	2438439	2438439	"+"	6.61677142858706e-28	3.95026784176188e-25	26.6446730720177
"58250"	"PGA_scaffold26__34_contigs__length_3174094"	2444296	2444296	"+"	3.49574703253667e-13	2.13398875560178e-11	-28.9235731152451
"58277"	"PGA_scaffold26__34_contigs__length_3174094"	2566956	2566956	"+"	1.3596930228916e-15	1.27333035002686e-13	28.1732560810638
"58321"	"PGA_scaffold26__34_contigs__length_3174094"	2575916	2575916	"+"	5.90407775284486e-21	1.26801642797225e-18	42.7012831359278
"58418"	"PGA_scaffold26__34_contigs__length_3174094"	2639592	2639592	"+"	2.15611459169095e-12	1.12807874992299e-10	31.3175675675676
"58430"	"PGA_scaffold26__34_contigs__length_3174094"	2639886	2639886	"+"	5.8831463626242e-11	2.24615267514637e-09	25.6623931623932
"58561"	"PGA_scaffold26__34_contigs__length_3174094"	2902515	2902515	"+"	7.24960892609226e-10	2.18945183858836e-08	28.6203264876251
"58585"	"PGA_scaffold26__34_contigs__length_3174094"	2963610	2963610	"+"	3.22955825693267e-09	8.36560716341937e-08	27.4817136886102
"58586"	"PGA_scaffold26__34_contigs__length_3174094"	2963612	2963612	"+"	3.5241001358385e-08	7.0381938511158e-07	26.5193479857843
"58636"	"PGA_scaffold26__34_contigs__length_3174094"	3008041	3008041	"+"	1.15607195472845e-07	2.02601275738483e-06	25.2377959354704
"58668"	"PGA_scaffold26__34_contigs__length_3174094"	3009098	3009098	"+"	4.7060785154866e-24	1.61646389833432e-21	-32.5976822634652
"58856"	"PGA_scaffold27__24_contigs__length_4511419"	234447	234447	"+"	1.75010360919525e-22	4.66837363840492e-20	36.8146877024637
"59420"	"PGA_scaffold27__24_contigs__length_4511419"	598768	598768	"+"	2.75787451031111e-18	4.13464355834685e-16	31.1079545454545
"59439"	"PGA_scaffold27__24_contigs__length_4511419"	599628	599628	"+"	4.41384899624843e-25	1.74979287015834e-22	-31.2760677260537
"59629"	"PGA_scaffold27__24_contigs__length_4511419"	897924	897924	"+"	2.69164853326765e-14	2.01466686922318e-12	-35.3171420934051
"59655"	"PGA_scaffold27__24_contigs__length_4511419"	1053661	1053661	"+"	1.51032449960453e-07	2.56054135512096e-06	25.3754398009096
"59682"	"PGA_scaffold27__24_contigs__length_4511419"	1072155	1072155	"+"	3.60479175551891e-29	2.53165207917837e-26	-36.1010533245556
"59704"	"PGA_scaffold27__24_contigs__length_4511419"	1073832	1073832	"+"	2.78067425199719e-36	4.57203949110344e-33	46.1983378256963
"59772"	"PGA_scaffold27__24_contigs__length_4511419"	1087979	1087979	"+"	1.2856805881954e-18	2.02752241228204e-16	-32.245164094762
"59841"	"PGA_scaffold27__24_contigs__length_4511419"	1101117	1101117	"+"	1.20899629790346e-09	3.45664738238812e-08	-28.2110507246377
"60008"	"PGA_scaffold27__24_contigs__length_4511419"	1258820	1258820	"+"	3.3832029131134e-23	1.02206767929881e-20	27.9315824690532
"60014"	"PGA_scaffold27__24_contigs__length_4511419"	1265869	1265869	"+"	3.7934883079961e-07	5.79465472966239e-06	-27.6613549984309
"60207"	"PGA_scaffold27__24_contigs__length_4511419"	1560516	1560516	"+"	7.17764963487139e-07	1.01251705413383e-05	26.9097222222222
"60320"	"PGA_scaffold27__24_contigs__length_4511419"	1579762	1579762	"+"	1.74384226991599e-17	2.27146561985063e-15	28.3982714939523
"60365"	"PGA_scaffold27__24_contigs__length_4511419"	1586414	1586414	"+"	4.96170060996009e-16	5.03689970450086e-14	-33.9278278972935
"60408"	"PGA_scaffold27__24_contigs__length_4511419"	1733284	1733284	"+"	2.52094394432331e-17	3.21275900059725e-15	26.0710553814002
"60729"	"PGA_scaffold27__24_contigs__length_4511419"	2038894	2038894	"+"	8.60166771955972e-09	2.01054519387085e-07	-27.9025452565673
"60748"	"PGA_scaffold27__24_contigs__length_4511419"	2039372	2039372	"+"	2.67183526122665e-36	4.46630234541078e-33	36.1165899627438
"60903"	"PGA_scaffold27__24_contigs__length_4511419"	3136602	3136602	"+"	1.31685432490506e-10	4.64569364359325e-09	25.7268533419161
"61024"	"PGA_scaffold27__24_contigs__length_4511419"	3185285	3185285	"+"	3.25484185248898e-09	8.42674724746266e-08	-25.4504319210202
"61063"	"PGA_scaffold27__24_contigs__length_4511419"	3202286	3202286	"+"	4.99144819795728e-32	5.05686158239663e-29	-25.5329295938433
"61086"	"PGA_scaffold27__24_contigs__length_4511419"	3202833	3202833	"+"	5.54282914696114e-19	9.12859399802443e-17	34.2771342771343
"61089"	"PGA_scaffold27__24_contigs__length_4511419"	3202914	3202914	"+"	7.14005615578912e-37	1.23470533987647e-33	-36.5501070579426
"61177"	"PGA_scaffold27__24_contigs__length_4511419"	3423160	3423160	"+"	5.42669615464343e-09	1.33435532440985e-07	26.7506694545321
"61178"	"PGA_scaffold27__24_contigs__length_4511419"	3423162	3423162	"+"	4.84456325371019e-15	4.0831690592997e-13	-31.5885881760315
"61303"	"PGA_scaffold27__24_contigs__length_4511419"	3481329	3481329	"+"	7.44176899166343e-14	5.13688996099253e-12	41.5238418462583
"61389"	"PGA_scaffold27__24_contigs__length_4511419"	3523785	3523785	"+"	1.19878652413054e-22	3.28511410844023e-20	31.6674705632004
"61392"	"PGA_scaffold27__24_contigs__length_4511419"	3524153	3524153	"+"	3.36293558057454e-09	8.6707894263942e-08	29.8595065466231
"61507"	"PGA_scaffold27__24_contigs__length_4511419"	3867186	3867186	"+"	1.19204632947391e-20	2.47023042029184e-18	-37.2699668255152
"61547"	"PGA_scaffold27__24_contigs__length_4511419"	3961395	3961395	"+"	1.1981899799185e-46	4.62212863588651e-43	45.4340045551499
"61561"	"PGA_scaffold27__24_contigs__length_4511419"	3964522	3964522	"+"	1.00337515340424e-21	2.36790407447264e-19	-29.5815532917077
"61567"	"PGA_scaffold27__24_contigs__length_4511419"	3965349	3965349	"+"	4.82754165384706e-43	1.61396631925926e-39	-66.1224489795918
"61592"	"PGA_scaffold27__24_contigs__length_4511419"	3967200	3967200	"+"	4.03449657920034e-58	3.37207944586402e-54	57.6401446654611
"61595"	"PGA_scaffold27__24_contigs__length_4511419"	3967218	3967218	"+"	1.14491741472947e-26	5.36599273542131e-24	37.4061312836823
"61660"	"PGA_scaffold27__24_contigs__length_4511419"	3977886	3977886	"+"	2.41994389104757e-11	1.00794887954944e-09	26.0102259607455
"61662"	"PGA_scaffold27__24_contigs__length_4511419"	3977916	3977916	"+"	2.06731145308399e-10	7.00493148943645e-09	-26.0121457489879
"61716"	"PGA_scaffold27__24_contigs__length_4511419"	3980784	3980784	"+"	3.54218738702085e-12	1.78081303028998e-10	28.1611779973531
"61731"	"PGA_scaffold27__24_contigs__length_4511419"	3982368	3982368	"+"	9.13138803668633e-23	2.55112678374718e-20	28.5823613748208
"61743"	"PGA_scaffold27__24_contigs__length_4511419"	3982899	3982899	"+"	3.1663076423748e-13	1.95188959387513e-11	31.0415327998131
"61747"	"PGA_scaffold27__24_contigs__length_4511419"	3982971	3982971	"+"	1.82626214465652e-07	3.03411217833874e-06	25.8103241296519
"61859"	"PGA_scaffold27__24_contigs__length_4511419"	4037164	4037164	"+"	7.96913633878132e-09	1.87757502284194e-07	26.5882352941177
"61943"	"PGA_scaffold27__24_contigs__length_4511419"	4265965	4265965	"+"	3.62527039583959e-27	1.91371162972231e-24	52.1428571428571
"61949"	"PGA_scaffold27__24_contigs__length_4511419"	4266112	4266112	"+"	2.88210240666113e-22	7.3930278661563e-20	-29.8906203731122
"62190"	"PGA_scaffold27__24_contigs__length_4511419"	4435033	4435033	"+"	4.98422914354034e-22	1.2373892184149e-19	28.1594152068374
"62230"	"PGA_scaffold27__24_contigs__length_4511419"	4470839	4470839	"+"	5.48906977298092e-32	5.50539448826634e-29	-34.4087938205585
"62467"	"PGA_scaffold28__73_contigs__length_10794191"	689736	689736	"+"	6.0332030782649e-21	1.29297992905671e-18	31.1437901475928
"62472"	"PGA_scaffold28__73_contigs__length_10794191"	689822	689822	"+"	4.83517638429849e-18	6.95775666316506e-16	-28.1956379534946
"62483"	"PGA_scaffold28__73_contigs__length_10794191"	690264	690264	"+"	4.7075597403919e-15	3.97437728389246e-13	26.4303993047173
"62495"	"PGA_scaffold28__73_contigs__length_10794191"	690561	690561	"+"	3.714285565349e-17	4.62774161576705e-15	26.8719140284636
"62507"	"PGA_scaffold28__73_contigs__length_10794191"	690798	690798	"+"	2.60262309339751e-28	1.64173798719104e-25	40.3018548145551
"62510"	"PGA_scaffold28__73_contigs__length_10794191"	690855	690855	"+"	3.37188326621215e-35	4.76325546941347e-32	-40.0661524956107
"62511"	"PGA_scaffold28__73_contigs__length_10794191"	690875	690875	"+"	2.70820985973218e-56	2.0894339886751e-52	-46.9621673230696
"62512"	"PGA_scaffold28__73_contigs__length_10794191"	690877	690877	"+"	3.12639619410152e-48	1.42531555577355e-44	-48.7033393452478
"62536"	"PGA_scaffold28__73_contigs__length_10794191"	691410	691410	"+"	1.52122068484155e-19	2.71002638831568e-17	32.899116630393
"62642"	"PGA_scaffold28__73_contigs__length_10794191"	698123	698123	"+"	1.03095041540933e-27	5.94262358390415e-25	26.9574356279559
"62648"	"PGA_scaffold28__73_contigs__length_10794191"	698447	698447	"+"	6.75316471746666e-12	3.19342239612991e-10	25.0833333333333
"62649"	"PGA_scaffold28__73_contigs__length_10794191"	698460	698460	"+"	6.26751162291936e-13	3.65049445744407e-11	26.4084843032211
"62652"	"PGA_scaffold28__73_contigs__length_10794191"	698498	698498	"+"	1.79008546314386e-16	1.95791630276764e-14	37.178591965826
"62695"	"PGA_scaffold28__73_contigs__length_10794191"	725209	725209	"+"	6.19244053017935e-11	2.3525973858014e-09	27.4315033869174
"62696"	"PGA_scaffold28__73_contigs__length_10794191"	725220	725220	"+"	8.12365276238644e-14	5.57687394519518e-12	32.0619033601077
"62697"	"PGA_scaffold28__73_contigs__length_10794191"	725242	725242	"+"	6.07714235750534e-17	7.24511092974734e-15	35.6204319618954
"62698"	"PGA_scaffold28__73_contigs__length_10794191"	725252	725252	"+"	1.9278473735907e-09	5.26287661832493e-08	26.6107776285136
"62746"	"PGA_scaffold28__73_contigs__length_10794191"	836404	836404	"+"	3.64864530860076e-11	1.46204415787796e-09	26.873947374177
"62808"	"PGA_scaffold28__73_contigs__length_10794191"	1102655	1102655	"+"	5.39289960725981e-13	3.18735315768222e-11	32.5683907828522
"62832"	"PGA_scaffold28__73_contigs__length_10794191"	1104391	1104391	"+"	4.3385362644398e-23	1.28740806111971e-20	-32.6291029616166
"62892"	"PGA_scaffold28__73_contigs__length_10794191"	1243523	1243523	"+"	1.29390305604616e-23	4.14616989141773e-21	25.2038226071375
"63032"	"PGA_scaffold28__73_contigs__length_10794191"	1543920	1543920	"+"	3.78193065603174e-09	9.64939778836948e-08	-25.5367129713152
"63049"	"PGA_scaffold28__73_contigs__length_10794191"	1557933	1557933	"+"	2.36684867003156e-08	4.96317744847684e-07	-27.5824175824176
"63176"	"PGA_scaffold28__73_contigs__length_10794191"	1717190	1717190	"+"	3.09303116916732e-27	1.64139151790231e-24	29.5256337701159
"63273"	"PGA_scaffold28__73_contigs__length_10794191"	1930691	1930691	"+"	2.68271198316224e-07	4.27093726506756e-06	-28.0713198521418
"63277"	"PGA_scaffold28__73_contigs__length_10794191"	1930773	1930773	"+"	2.9990694497915e-18	4.47617381474656e-16	-25.4223508336778
"63452"	"PGA_scaffold28__73_contigs__length_10794191"	3702242	3702242	"+"	1.07149477011156e-12	5.93418795610482e-11	30.1881128677206
"63476"	"PGA_scaffold28__73_contigs__length_10794191"	4815333	4815333	"+"	8.70893406183101e-23	2.44673243238291e-20	-29.8285517301979
"63600"	"PGA_scaffold28__73_contigs__length_10794191"	4980148	4980148	"+"	3.07024037713681e-17	3.85403178481668e-15	-26.6789232411949
"63673"	"PGA_scaffold28__73_contigs__length_10794191"	6460034	6460034	"+"	3.62433970572086e-58	3.30465330767602e-54	45.8699799897622
"63744"	"PGA_scaffold28__73_contigs__length_10794191"	6705494	6705494	"+"	8.79798725945599e-16	8.65113022454884e-14	26.8278174345663
"64106"	"PGA_scaffold28__73_contigs__length_10794191"	8358879	8358879	"+"	1.87388085768342e-20	3.76644059131568e-18	30.7662715276225
"64267"	"PGA_scaffold28__73_contigs__length_10794191"	9302941	9302941	"+"	1.00179988589206e-15	9.67995452051508e-14	32.5166849708541
"64280"	"PGA_scaffold28__73_contigs__length_10794191"	9305494	9305494	"+"	7.09344555651958e-12	3.32766218438191e-10	26.4206257877144
"64296"	"PGA_scaffold29__63_contigs__length_7458616"	31474	31474	"+"	4.88847151167579e-06	5.3708073430447e-05	25.2658396101019
"64458"	"PGA_scaffold29__63_contigs__length_7458616"	279008	279008	"+"	1.35908526114998e-07	2.3353216303395e-06	-26.5708556149733
"64544"	"PGA_scaffold29__63_contigs__length_7458616"	353593	353593	"+"	2.25499620624538e-38	4.91674490450806e-35	-32.8131971444961
"64638"	"PGA_scaffold29__63_contigs__length_7458616"	363912	363912	"+"	8.17100412862796e-11	3.02186763460474e-09	28.3249183249183
"64808"	"PGA_scaffold29__63_contigs__length_7458616"	436258	436258	"+"	1.76979294087403e-20	3.56437023411039e-18	-35.4951538137379
"64866"	"PGA_scaffold29__63_contigs__length_7458616"	444783	444783	"+"	8.75778799531552e-21	1.84922821277128e-18	34.6871794871795
"65163"	"PGA_scaffold29__63_contigs__length_7458616"	780637	780637	"+"	1.07846339876026e-12	5.96619300872833e-11	-29.5576923076923
"65167"	"PGA_scaffold29__63_contigs__length_7458616"	780679	780679	"+"	4.44484041988088e-20	8.44329461151346e-18	-32.4622620958958
"65287"	"PGA_scaffold29__63_contigs__length_7458616"	851557	851557	"+"	1.346574431882e-19	2.40744955195982e-17	27.6938156183439
"65293"	"PGA_scaffold29__63_contigs__length_7458616"	851817	851817	"+"	5.4332200931515e-10	1.68502743018941e-08	25.0999407359517
"65379"	"PGA_scaffold29__63_contigs__length_7458616"	1304883	1304883	"+"	2.43854160342351e-27	1.30791118966792e-24	33.453328782238
"65432"	"PGA_scaffold29__63_contigs__length_7458616"	1345249	1345249	"+"	9.43447998775821e-18	1.27699575066571e-15	-34.9495201296273
"65667"	"PGA_scaffold29__63_contigs__length_7458616"	1543615	1543615	"+"	1.58089461562043e-23	5.03363892089463e-21	-29.637792459182
"65672"	"PGA_scaffold29__63_contigs__length_7458616"	1543671	1543671	"+"	2.55576771356845e-21	5.7603790337347e-19	-26.4771373828388
"65830"	"PGA_scaffold29__63_contigs__length_7458616"	1565942	1565942	"+"	1.0858967111879e-26	5.15719160535053e-24	46.1364096336774
"65978"	"PGA_scaffold29__63_contigs__length_7458616"	1639570	1639570	"+"	1.74109831430111e-15	1.60061999178299e-13	30.3853820598007
"66086"	"PGA_scaffold29__63_contigs__length_7458616"	1674227	1674227	"+"	3.38214054601245e-23	1.02206767929881e-20	28.0116213151927
"66122"	"PGA_scaffold29__63_contigs__length_7458616"	1750615	1750615	"+"	8.77738633482022e-21	1.84947282277769e-18	25.527161011032
"66135"	"PGA_scaffold29__63_contigs__length_7458616"	1750972	1750972	"+"	4.41928067006122e-17	5.43189189868966e-15	32.8319585961507
"66232"	"PGA_scaffold29__63_contigs__length_7458616"	1881177	1881177	"+"	1.62861363102164e-52	1.08897146250858e-48	-41.280545112782
"66248"	"PGA_scaffold29__63_contigs__length_7458616"	1881959	1881959	"+"	1.85067490043125e-18	2.85127324479242e-16	-29.9445501494971
"66340"	"PGA_scaffold29__63_contigs__length_7458616"	2047212	2047212	"+"	2.41017457961276e-21	5.44446517160655e-19	-28.4801457485571
"66399"	"PGA_scaffold29__63_contigs__length_7458616"	2059163	2059163	"+"	7.5602886000811e-07	1.05845522108374e-05	26.109956546382
"66400"	"PGA_scaffold29__63_contigs__length_7458616"	2059205	2059205	"+"	2.65157375304296e-08	5.48455277483769e-07	29.5195001077354
"66475"	"PGA_scaffold29__63_contigs__length_7458616"	2066324	2066324	"+"	2.36161814689379e-39	5.38327657882172e-36	33.7021380071454
"66501"	"PGA_scaffold29__63_contigs__length_7458616"	2067564	2067564	"+"	8.09358699356546e-29	5.37593221741584e-26	-30.3152264229331
"66721"	"PGA_scaffold29__63_contigs__length_7458616"	2193949	2193949	"+"	1.5536129792427e-12	8.36860089696674e-11	27.787103781969
"66777"	"PGA_scaffold29__63_contigs__length_7458616"	2197642	2197642	"+"	2.17232008492213e-09	5.8553632158699e-08	28.7781954887218
"66959"	"PGA_scaffold29__63_contigs__length_7458616"	2271798	2271798	"+"	1.02486841498488e-11	4.60949065049266e-10	34.5288248337029
"67012"	"PGA_scaffold29__63_contigs__length_7458616"	2277430	2277430	"+"	1.23208548393948e-24	4.59386526375446e-22	31.8865653678351
"67131"	"PGA_scaffold29__63_contigs__length_7458616"	2338417	2338417	"+"	3.43001037114523e-13	2.10025113588235e-11	31.5094882116159
"67169"	"PGA_scaffold29__63_contigs__length_7458616"	2493362	2493362	"+"	1.10242095871525e-07	1.94391632065528e-06	27.9074725509008
"67201"	"PGA_scaffold29__63_contigs__length_7458616"	2516902	2516902	"+"	1.1494662964346e-07	2.01623794271297e-06	25.3683051080821
"67209"	"PGA_scaffold29__63_contigs__length_7458616"	2518302	2518302	"+"	4.53647046834956e-36	7.3386485722809e-33	35.7323724191663
"67268"	"PGA_scaffold29__63_contigs__length_7458616"	2621142	2621142	"+"	2.93288573588831e-13	1.81133513335423e-11	30.7825973347269
"67464"	"PGA_scaffold29__63_contigs__length_7458616"	2768773	2768773	"+"	1.47359480476098e-14	1.14928253129823e-12	25.2519164193867
"67717"	"PGA_scaffold29__63_contigs__length_7458616"	2913413	2913413	"+"	1.26078828634806e-20	2.59658710811621e-18	27.254557160291
"67735"	"PGA_scaffold29__63_contigs__length_7458616"	2920457	2920457	"+"	4.65772702191805e-17	5.69010875794423e-15	25.5729776234508
"67822"	"PGA_scaffold29__63_contigs__length_7458616"	3097419	3097419	"+"	5.94294756658787e-26	2.6258247280925e-23	-33.1263442725317
